SICRO;GO;10-2020;E9001;56.187.2380;7.4916;0.4425;0.0000;5.6187;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9002;61.796.0339;8.2395;0.4866;0.0000;6.1796;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9003;66.605.4730;8.8807;0.5245;0.0000;6.6605;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9004;66.840.5466;8.9121;0.5264;0.0000;6.6841;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9005;67.988.8949;9.0652;0.5354;0.0000;6.7989;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9006;1.509.7658;0.2567;0.0143;0.0000;0.1510;0.0000;0.0000;00000
SICRO;GO;10-2020;E9007;39.035.0160;3.1228;0.1844;0.0000;2.7325;4.9334;0.0000;0.0000
SICRO;GO;10-2020;E9008;1.520.3936;1.3684;0.0239;0.0000;0.7602;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9009;595.509.3672;7.7540;0.8820;0.0000;17.2312;161.2382;124.0161;109.2886
SICRO;GO;10-2020;E9010;4.059.1117;0.6089;0.0213;0.0000;0.3383;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9011;1.084.5465;0.1952;0.0102;0.0000;0.1085;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9014;2.158.919.3840;172.7136;10.2009;0.0000;107.9460;0.0000;29.6785;26.2875
SICRO;GO;10-2020;E9015;26.830.2500;2.1464;0.1268;0.0000;1.8781;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9016;5.482.535.3650;319.8146;25.1854;39.9768;411.1902;57.1870;34.9946;30.8585
SICRO;GO;10-2020;E9017;451.283.9712;31.5899;2.1323;0.0000;31.5899;26.3453;29.8103;26.3980
SICRO;GO;10-2020;E9019;255.142.5787;8.9300;2.1097;0.0000;12.7571;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9020;3.251.635.8420;189.6788;14.9372;0.0000;270.9697;288.1515;34.9946;30.8585
SICRO;GO;10-2020;E9021;188.822.0487;9.4411;0.8497;0.0000;6.7436;219.5968;0.0000;0.0000
SICRO;GO;10-2020;E9022;465.280.0188;20.9376;2.0152;0.0000;16.2848;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9023;3.230.791.9340;113.0777;13.9934;0.0000;161.5396;42.7478;34.9946;30.8585
SICRO;GO;10-2020;E9024;5.404.7136;0.4324;0.0255;0.0000;0.3783;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9025;87.658.0632;5.0090;0.3945;0.0000;5.0090;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9026;19.173.3283;1.5339;0.0906;0.0000;1.3421;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9028;2.446.2715;0.1957;0.0116;0.0000;0.2202;6.8863;19.7689;17.7179
SICRO;GO;10-2020;E9029;111.459.8795;6.3691;0.5016;0.0000;6.3691;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9030;10.420.2014;0.5954;0.0469;0.0000;0.5954;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9031;150.032.4009;12.0026;0.7089;0.0000;10.5023;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9032;65.406.1508;3.7375;0.2943;0.0000;3.7375;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9033;93.437.3583;5.3393;0.4205;0.0000;5.3393;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9034;140.156.0375;8.0089;0.6307;0.0000;8.0089;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9035;186.874.7167;10.6786;0.8409;0.0000;10.6786;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9036;1.458.943.1490;72.9472;6.5652;0.0000;83.3682;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9038;12.627.4338;0.7216;0.0568;0.0000;0.7216;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9039;80.370.7781;4.5926;0.3617;0.0000;4.5926;2.4065;34.9946;30.8585
SICRO;GO;10-2020;E9040;402.5520;0.0362;0.0019;0.0000;0.0201;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9042;734.823.3364;28.5765;3.2149;0.0000;40.8235;43.0011;29.8103;26.3980
SICRO;GO;10-2020;E9043;20.498.3431;0.3203;0.0308;0.0000;0.3559;33.9020;32.0643;28.2205
SICRO;GO;10-2020;E9044;2.618.452.4960;149.6259;11.7830;0.0000;130.9226;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9045;60.723.2084;4.8579;0.2869;0.0000;4.8579;4.3588;34.9946;30.8585
SICRO;GO;10-2020;E9046;73.206.7352;5.8565;0.3459;0.0000;5.8565;4.3588;34.9946;30.8585
SICRO;GO;10-2020;E9047;85.420.2400;6.8336;0.4036;0.0000;6.8336;4.3588;34.9946;30.8585
SICRO;GO;10-2020;E9048;97.862.3200;7.8290;0.4624;0.0000;7.8290;4.3588;34.9946;30.8585
SICRO;GO;10-2020;E9049;509.359.1100;40.7487;2.4067;0.0000;45.8423;34.1982;19.7689;17.7179
SICRO;GO;10-2020;E9050;934.128.6038;46.7064;4.2036;0.0000;60.0511;11.8744;29.6785;26.2875
SICRO;GO;10-2020;E9051;756.530.0697;60.5224;3.5746;0.0000;52.9571;7.8398;19.7689;17.7179
SICRO;GO;10-2020;E9052;504.047.8494;40.3238;2.3816;0.0000;35.2833;47.4975;19.7689;17.7179
SICRO;GO;10-2020;E9053;215.406.6731;6.7315;0.3534;0.0000;5.9835;10.1328;24.2890;21.6254
SICRO;GO;10-2020;E9054;997.849.1971;79.8279;4.7148;0.0000;49.8925;14.1964;19.7689;17.7179
SICRO;GO;10-2020;E9055;358.266.5054;32.2440;1.6928;0.0000;17.9133;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9056;545.921.9672;4.2650;0.7837;0.0000;9.4778;0.0000;82.5700;73.0892
SICRO;GO;10-2020;E9057;145.987.8018;1.1405;0.2096;0.0000;1.9009;0.0000;21.0688;18.7446
SICRO;GO;10-2020;E9058;436.624.6784;3.4111;0.6268;0.0000;5.6852;0.0000;21.0688;18.7446
SICRO;GO;10-2020;E9059;545.921.9672;4.2650;0.7837;0.0000;9.4778;0.0000;82.5700;73.0892
SICRO;GO;10-2020;E9060;17.132.3734;0.5354;0.0281;0.0000;0.4759;0.0000;48.5780;43.2508
SICRO;GO;10-2020;E9061;1.054.2029;0.0843;0.0050;0.0000;0.0527;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9062;3.311.1707;0.4415;0.0174;0.0000;0.2759;0.0000;0.0000;00000
SICRO;GO;10-2020;E9063;20.775.766.6800;831.0307;89.9850;0.0000;831.0307;113.9940;34.9946;30.8585
SICRO;GO;10-2020;E9064;517.1082;0.5171;0.0081;0.0000;0.2586;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9065;18.094.591.4400;723.7837;78.3722;0.0000;633.3107;70.6763;34.9946;30.8585
SICRO;GO;10-2020;E9066;32.522.5986;1.6261;0.1464;0.0000;1.1615;6.6180;0.0000;0.0000
SICRO;GO;10-2020;E9067;1.662.651.4700;66.5061;7.2014;0.0000;41.5663;43.6977;19.7689;17.7179
SICRO;GO;10-2020;E9068;2.206.149.4960;147.0766;10.1345;0.0000;147.0766;58.4219;29.8103;26.3980
SICRO;GO;10-2020;E9069;2.639.2879;0.4223;0.0249;0.0000;0.2639;5.4296;0.0000;0.0000
SICRO;GO;10-2020;E9070;184.887.6038;7.3955;0.8008;0.0000;4.6222;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9071;202.2416;0.2022;0.0032;0.0000;0.1011;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9072;2.197.205.5130;146.4804;10.0934;0.0000;128.1703;230.8379;34.9946;30.8585
SICRO;GO;10-2020;E9073;256.499.8214;20.5200;1.2120;0.0000;20.5200;44.5210;19.7689;17.7179
SICRO;GO;10-2020;E9074;249.860.0776;10.4108;0.9223;0.0000;6.5068;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9075;85.0235;0.0425;0.0010;0.0000;0.0213;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9076;113.300.0367;7.2836;0.5099;0.0000;4.0464;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9077;6.352.460.2550;423.4974;29.1816;0.0000;423.4974;86.4455;29.8103;26.3980
SICRO;GO;10-2020;E9078;2.213.692.0470;59.0318;9.2975;0.0000;36.8949;0.0000;34.9946;30.8585
SICRO;GO;10-2020;E9079;62.741.9697;5.0194;0.2965;0.0000;4.3919;0.0000;0.0000;0.0000
SICRO;GO;10-2020;E9080;1.636.777.5650;73.6550;7.0893;0.0000;40.9194;0.0000;19.7689;17.7179
SICRO;GO;10-2020;E9081;126.524.9630;5.6936;0.5480;0.0000;3.1631;0.0000;19.7689;17.7179
